,CashbackAmount,Tenure,CityTier,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,PreferredPaymentMode,PreferedOrderCat,Gender_Female,Gender_Male,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
467,267.52,20.0,1,8.0,3,2,2,1,0.0,6,1,1,0,1,0,0
3722,161.46,3.0,1,9.0,5,5,4,1,1.0,4,4,1,0,0,0,1
3288,168.82,1.0,1,9.0,4,3,8,0,2.0,3,4,0,1,0,0,1
4335,167.57,30.0,1,15.0,4,5,6,1,3.0,4,4,1,0,0,1,0
5034,159.91,4.0,1,14.0,4,3,3,0,10.0,4,2,0,1,0,1,0
3923,153.62,4.0,1,23.0,4,1,3,0,9.0,4,4,0,1,0,1,0
933,145.99,0.0,3,30.0,4,4,1,1,10.0,3,2,1,0,0,0,1
4042,175.33,18.0,1,7.0,2,5,4,0,3.0,4,2,0,1,0,1,0
755,127.43,5.0,1,19.0,4,4,2,0,2.0,6,3,1,0,1,0,0
1411,164.99,9.0,1,17.0,4,4,2,0,3.0,4,2,0,1,0,0,1
5206,159.2,18.0,1,27.0,4,4,3,0,4.0,4,4,0,1,0,0,1
1067,125.87,22.0,1,14.0,3,5,5,1,2.0,0,3,1,0,0,1,0
2476,150.63,7.0,1,16.0,4,3,2,0,7.0,1,2,0,1,0,1,0
3358,148.77,2.0,1,16.0,4,3,7,0,3.0,3,4,1,0,0,1,0
4765,187.88,12.0,1,19.0,5,5,4,0,3.0,4,2,0,1,0,1,0
5347,172.35,12.0,1,8.0,4,1,9,0,10.0,4,2,0,1,0,1,0
5248,173.41,16.0,1,9.0,5,4,6,0,1.0,3,4,0,1,0,1,0
1185,257.87,30.0,1,21.0,3,3,3,1,2.0,4,1,0,1,0,1,0
2037,167.25,5.0,1,9.0,3,5,2,0,3.0,3,2,1,0,0,1,0
412,187.93,0.0,1,16.0,3,5,2,0,7.0,4,0,0,1,0,1,0
3939,152.6,1.0,3,16.0,6,4,3,0,3.0,5,4,1,0,0,0,1
2153,125.13999999999999,2.0,1,14.0,3,1,5,0,7.0,4,3,1,0,0,1,0
2044,270.99,25.0,1,6.0,3,1,3,0,8.0,4,1,0,1,0,1,0
2087,123.80000000000001,23.0,1,14.0,3,1,5,0,0.0,4,3,0,1,0,1,0
1771,125.63999999999999,3.0,1,14.0,3,1,1,0,7.0,0,3,1,0,0,0,1
3522,182.31,11.0,1,32.0,5,2,9,0,4.0,3,2,1,0,0,1,0
1374,289.47,19.0,3,8.0,3,5,4,0,1.0,5,5,1,0,0,0,1
4527,229.96,24.0,1,17.0,5,1,8,0,0.0,2,0,0,1,0,0,1
1404,159.93,10.0,1,6.0,4,3,2,0,7.0,4,2,0,1,0,1,0
4240,176.26,4.0,1,7.0,5,1,3,1,1.0,4,2,0,1,0,1,0
3576,160.79,4.0,1,7.0,4,4,2,1,8.0,3,4,0,1,1,0,0
4492,173.69,28.0,1,27.0,4,3,5,0,4.0,4,2,1,0,0,0,1
4031,166.97,5.0,1,27.0,4,3,3,0,3.0,4,2,0,1,0,1,0
3525,168.23,9.0,2,15.0,4,3,3,0,5.0,1,4,0,1,0,0,1
3491,172.28,14.0,3,7.0,4,3,5,1,1.0,6,2,0,1,0,0,1
4643,161.81,9.0,1,32.0,5,1,6,0,3.0,6,2,0,1,0,0,1
4992,182.31,11.0,1,32.0,5,1,9,0,4.0,3,2,1,0,0,1,0
3086,170.22,17.0,1,15.0,4,3,6,1,3.0,6,2,1,0,0,1,0
3452,145.42,1.0,1,9.0,4,5,8,1,3.0,4,4,0,1,1,0,0
3903,147.75,1.0,3,14.0,4,1,3,1,3.0,4,4,0,1,0,1,0
5170,272.32,29.0,1,8.0,2,1,4,0,1.0,3,1,0,1,0,1,0
2345,129.5,25.0,1,14.0,3,5,10,0,4.0,6,3,1,0,0,1,0
5087,179.1,10.0,1,9.0,4,4,11,1,13.0,4,2,1,0,0,0,1
2032,125.19,9.0,1,14.0,3,3,5,0,9.0,0,3,0,1,0,0,1
423,168.04,16.0,3,21.0,4,2,4,0,2.0,4,2,0,1,1,0,0
2069,143.77,0.0,1,23.0,4,3,2,0,2.0,3,2,1,0,0,1,0
1912,162.74,7.0,3,8.0,3,1,2,0,4.0,6,2,0,1,0,0,1
4694,273.14,27.0,1,14.0,2,3,5,0,4.0,4,1,0,1,0,1,0
1759,132.02,0.0,3,6.0,3,4,2,1,4.0,1,3,1,0,0,0,1
2469,182.37,12.0,3,12.0,1,3,3,0,6.0,3,0,0,1,0,1,0
3193,151.91,8.0,1,7.0,4,2,3,0,9.0,4,4,0,1,1,0,0
4655,155.41,1.0,3,9.0,4,5,2,0,3.0,5,4,0,1,0,1,0
2238,137.6,2.0,1,7.0,3,1,2,0,2.0,4,4,1,0,0,1,0
1733,125.75999999999999,15.0,1,14.0,3,5,4,0,2.0,4,3,1,0,0,1,0
1526,123.11000000000001,0.0,1,33.0,3,4,3,0,2.0,0,3,1,0,0,0,1
650,234.0,16.0,3,31.0,4,2,6,0,0.0,3,0,0,1,0,1,0
312,129.83,3.0,3,13.0,3,4,1,0,2.0,5,3,0,1,0,0,1
2851,145.24,1.0,1,16.0,4,4,8,0,3.0,3,4,0,1,0,1,0
5472,154.56,1.0,2,25.0,2,5,2,0,1.0,6,4,0,1,0,1,0
1049,152.06,0.0,1,8.0,1,3,2,0,7.0,4,2,0,1,0,1,0
1653,156.6,30.0,1,6.0,5,3,3,1,2.0,4,2,0,1,0,1,0
4923,147.2,8.0,3,17.0,4,3,3,1,1.0,4,4,1,0,0,1,0
2968,188.97,1.0,1,7.0,4,4,3,0,5.0,4,2,1,0,0,1,0
3638,244.16000000000003,4.0,1,24.0,4,5,3,1,9.0,3,0,1,0,1,0,0
2853,219.39,31.0,1,31.0,3,2,5,1,0.0,4,0,0,1,0,1,0
5578,178.21,12.0,1,13.0,5,3,4,0,8.0,4,2,0,1,0,1,0
5383,254.36,11.0,3,16.0,6,3,9,0,11.0,4,1,0,1,0,1,0
3897,160.37,29.0,1,29.0,5,4,7,0,3.0,1,4,0,1,0,1,0
1428,153.29,11.0,1,12.0,5,1,8,1,9.0,3,2,1,0,0,1,0
690,120.69999999999999,0.0,1,6.0,4,4,2,1,2.0,2,3,1,0,0,0,1
1973,163.34,10.0,3,22.0,4,3,5,0,0.0,5,2,0,1,0,1,0
4652,279.02,22.0,1,7.0,5,5,9,0,3.0,4,1,1,0,0,1,0
1875,174.12,0.0,1,6.0,3,5,2,0,7.0,4,0,1,0,0,1,0
1928,165.0,7.0,3,14.0,3,5,6,0,2.0,4,2,1,0,0,1,0
4768,176.6,19.0,3,9.0,4,1,6,0,4.0,3,2,0,1,0,0,1
774,287.11,22.0,1,10.0,4,3,3,0,0.0,3,5,0,1,1,0,0
2182,234.99,13.0,1,15.0,3,3,10,0,13.0,3,0,1,0,0,0,1
4509,171.49,3.0,3,9.0,4,3,3,0,3.0,4,2,0,1,0,1,0
368,159.85,17.0,2,6.0,4,3,5,0,2.0,4,2,1,0,0,0,1
1386,123.41,0.0,1,14.0,3,5,2,0,0.0,4,3,1,0,0,1,0
4333,155.72,4.0,1,16.0,4,5,3,0,11.0,3,2,0,1,0,1,0
2551,125.69999999999999,0.0,1,14.0,3,1,2,0,7.0,0,3,0,1,0,0,1
3674,172.24,2.0,3,33.0,5,5,3,0,5.0,4,2,0,1,1,0,0
3834,178.32,5.0,3,9.0,4,5,9,0,4.0,6,2,0,1,0,0,1
2463,120.61000000000001,0.0,1,9.0,3,1,2,0,0.0,4,3,1,0,0,1,0
4523,153.51,1.0,3,12.0,4,3,3,1,1.0,5,4,1,0,0,0,1
3964,179.68,5.0,3,36.0,5,1,3,0,8.0,5,2,1,0,0,1,0
1408,176.37,30.0,3,31.0,3,5,8,0,9.0,4,0,1,0,0,0,1
1786,120.93,0.0,1,11.0,3,3,5,0,0.0,6,3,0,1,0,1,0
4356,169.25,9.0,1,9.0,4,4,7,0,3.0,3,2,1,0,0,0,1
3240,150.0,1.0,1,16.0,4,5,3,0,3.0,3,4,0,1,1,0,0
969,154.73,13.0,3,15.0,3,5,1,0,1.0,3,2,0,1,0,1,0
3592,150.17,1.0,1,11.0,4,3,3,0,4.0,4,4,0,1,0,1,0
843,146.39,9.0,3,13.0,1,5,3,0,13.0,5,2,1,0,1,0,0
1017,157.69,18.0,1,11.0,5,5,2,1,4.0,3,2,1,0,0,0,1
419,237.7,20.0,3,9.0,3,3,10,1,13.0,3,1,1,0,0,1,0
5326,277.02,22.0,1,11.0,5,1,4,0,3.0,3,1,0,1,0,1,0
288,145.23,15.0,1,34.0,4,2,1,0,4.0,1,2,1,0,1,0,0
365,126.19,11.0,1,14.0,3,5,4,0,0.0,4,3,1,0,0,0,1
1891,126.41999999999999,2.0,3,14.0,3,3,2,0,0.0,4,3,0,1,0,0,1
2196,299.43,29.0,1,10.0,3,5,5,0,2.0,2,5,1,0,0,1,0
3567,198.79,20.0,1,9.0,4,2,4,0,5.0,2,2,0,1,0,1,0
4911,188.47,24.0,3,7.0,4,3,2,0,14.0,4,2,1,0,0,1,0
1587,130.72,14.0,1,25.0,3,5,3,0,0.0,4,2,0,1,0,1,0
744,290.81,19.0,1,21.0,3,4,6,0,3.0,4,5,0,1,1,0,0
3883,149.4,12.0,1,9.0,5,4,3,0,4.0,3,4,1,0,0,0,1
2164,132.01,1.0,1,8.0,4,4,1,0,4.0,4,3,0,1,0,1,0
2678,173.14,9.0,3,16.0,3,4,6,0,7.0,4,0,1,0,0,1,0
2611,122.88999999999999,0.0,1,15.0,3,5,2,0,4.0,4,3,0,1,0,1,0
3621,171.95,4.0,1,16.0,4,3,9,1,8.0,3,2,1,0,0,0,1
946,147.89,22.0,1,9.0,4,5,5,0,2.0,3,2,1,0,1,0,0
737,122.9,0.0,1,23.0,5,3,3,0,0.0,4,3,0,1,0,0,1
1785,199.5,0.0,2,29.0,3,5,10,1,2.0,6,0,1,0,0,1,0
2895,201.39,1.0,3,34.0,4,2,3,0,10.0,5,0,1,0,1,0,0
5369,233.82999999999998,31.0,1,8.0,6,1,5,0,1.0,3,0,0,1,0,1,0
4166,151.7,31.0,1,10.0,2,5,6,1,1.0,3,4,1,0,0,1,0
2036,136.17,13.0,1,15.0,3,4,9,1,0.0,3,4,0,1,0,1,0
1844,171.04,6.0,3,14.0,3,3,1,0,2.0,5,2,0,1,0,1,0
2224,152.2,30.0,3,13.0,1,1,1,1,9.0,5,2,0,1,0,1,0
2872,156.4,5.0,3,27.0,4,4,3,1,3.0,5,4,1,0,0,0,1
473,143.82,0.0,1,8.0,3,3,7,0,1.0,3,4,0,1,0,0,1
2309,161.25,7.0,3,21.0,3,5,2,0,6.0,3,2,1,0,0,0,1
3203,135.09,1.0,1,17.0,4,3,3,1,2.0,3,3,0,1,0,0,1
3730,262.57,14.0,1,15.0,5,4,4,0,9.0,3,0,0,1,0,1,0
2849,147.31,8.0,3,9.0,4,3,8,0,3.0,5,4,1,0,1,0,0
3367,199.03,23.0,1,15.0,4,4,6,0,8.0,6,0,1,0,1,0,0
3847,166.48,9.0,1,15.0,4,3,3,0,10.0,4,2,1,0,0,1,0
5417,206.61,1.0,3,23.0,4,3,4,0,1.0,5,0,0,1,0,1,0
458,165.0,7.0,3,14.0,3,5,6,0,2.0,4,2,1,0,1,0,0
1263,166.67,5.0,1,21.0,3,1,6,0,2.0,3,2,1,0,0,1,0
4603,163.94,1.0,1,11.0,5,3,7,0,3.0,1,4,0,1,0,0,1
3272,167.44,14.0,1,9.0,2,4,3,0,8.0,3,2,1,0,1,0,0
527,176.42,10.0,3,25.0,3,4,2,1,9.0,3,0,0,1,0,0,1
1518,130.72,3.0,1,15.0,3,5,2,0,10.0,0,2,0,1,0,1,0
5617,145.01,14.0,1,9.0,4,3,4,0,3.0,3,4,1,0,0,1,0
2576,155.62,19.0,1,19.0,3,4,7,0,9.0,4,2,0,1,0,0,1
3535,169.22,14.0,1,33.0,5,2,5,1,1.0,3,2,1,0,1,0,0
3581,145.11,18.0,1,9.0,2,2,3,0,8.0,4,4,1,0,1,0,0
1638,158.28,0.0,3,10.0,4,1,2,1,4.0,5,2,0,1,0,0,1
5627,186.42,1.0,1,11.0,2,4,3,1,4.0,4,2,0,1,0,1,0
4824,190.86,10.0,1,21.0,4,1,2,1,12.0,4,2,0,1,0,1,0
1340,125.71000000000001,9.0,1,14.0,1,1,5,0,3.0,0,2,0,1,0,1,0
4598,201.32,9.0,1,23.0,4,3,6,1,1.0,4,0,0,1,0,1,0
5345,301.03,17.0,1,22.0,5,3,3,0,12.0,4,1,0,1,0,1,0
4396,152.07,1.0,1,9.0,4,5,9,0,8.0,4,4,1,0,0,1,0
58,136.9,23.0,1,6.0,4,3,3,0,2.0,3,4,0,1,1,0,0
2435,197.15,2.0,1,14.0,5,5,4,0,7.0,6,2,1,0,0,1,0
2747,111.28999999999999,4.0,1,8.0,5,1,2,1,0.0,3,4,1,0,0,1,0
2283,123.72,30.0,1,14.0,3,3,2,0,2.0,4,3,0,1,0,1,0
1635,286.65,22.0,1,16.0,3,5,10,1,2.0,4,5,1,0,0,0,1
4438,188.97,1.0,1,7.0,4,4,3,0,5.0,4,2,1,0,0,1,0
3877,172.35,12.0,1,7.0,4,1,9,0,10.0,4,2,0,1,0,1,0
4804,148.56,5.0,1,18.0,4,1,5,1,3.0,4,4,0,1,0,1,0
670,166.94,10.0,3,16.0,4,2,3,1,0.0,4,2,1,0,0,1,0
612,150.03,14.0,1,13.0,3,3,7,0,1.0,3,2,1,0,0,0,1
3827,153.14,1.0,1,33.0,5,3,3,1,4.0,6,4,1,0,0,1,0
2125,187.22,0.0,1,30.0,4,5,2,0,9.0,1,0,0,1,0,0,1
3337,234.02999999999997,9.0,1,32.0,5,4,5,0,9.0,2,0,0,1,1,0,0
836,142.49,8.0,1,10.0,3,3,2,1,1.0,4,2,0,1,0,0,1
1142,140.01,7.0,3,16.0,3,3,2,1,7.0,4,2,0,1,0,1,0
3286,150.06,9.0,1,7.0,2,3,5,0,3.0,4,4,1,0,0,0,1
249,152.53,1.0,3,15.0,3,2,2,0,7.0,4,2,0,1,0,0,1
2637,141.27,12.0,3,26.0,3,1,3,0,2.0,4,2,0,1,0,1,0
1836,156.79,16.0,1,15.0,3,3,4,1,7.0,3,2,0,1,0,1,0
3100,185.91,4.0,1,9.0,6,2,4,0,3.0,4,2,1,0,0,0,1
2363,158.1,9.0,1,10.0,4,1,2,0,8.0,4,2,0,1,0,0,1
4011,146.05,21.0,1,16.0,4,3,6,0,1.0,4,4,1,0,0,0,1
5400,189.72,13.0,1,8.0,4,1,3,1,9.0,4,2,0,1,0,1,0
2946,150.93,16.0,1,9.0,5,5,2,1,9.0,3,4,1,0,0,1,0
833,185.0,7.0,1,15.0,3,2,1,0,6.0,4,0,0,1,0,1,0
5376,203.47,17.0,3,9.0,4,1,3,1,9.0,3,2,0,1,0,1,0
4065,149.32,1.0,1,12.0,2,3,5,1,4.0,4,4,1,0,0,0,1
5208,172.59,8.0,3,10.0,6,5,5,0,13.0,6,2,0,1,0,0,1
834,146.61,13.0,1,8.0,3,2,2,0,8.0,4,2,0,1,0,0,1
557,123.32,5.0,1,14.0,4,4,7,0,2.0,4,3,1,0,1,0,0
758,127.81,6.0,1,15.0,3,2,1,0,10.0,0,3,0,1,1,0,0
5083,169.9,8.0,2,18.0,5,4,6,0,9.0,4,2,0,1,0,1,0
727,131.31,2.0,1,12.0,3,2,2,0,8.0,0,3,1,0,1,0,0
4751,178.24,1.0,3,23.0,4,5,7,0,3.0,5,2,1,0,0,0,1
4389,148.89,1.0,1,25.0,5,1,3,1,2.0,3,4,0,1,0,0,1
533,125.59,17.0,1,14.0,3,5,2,1,1.0,4,3,0,1,1,0,0
2901,209.74,4.0,1,7.0,5,3,3,0,0.0,4,0,0,1,0,0,1
4953,147.07,2.0,1,22.0,4,3,3,0,3.0,4,4,0,1,0,1,0
909,208.51,18.0,1,26.0,5,5,3,1,7.0,3,0,0,1,0,1,0
1784,198.24,0.0,1,26.0,3,3,4,0,0.0,4,0,0,1,0,1,0
3189,196.04,7.0,3,15.0,4,3,2,0,3.0,5,2,0,1,0,1,0
314,198.24,0.0,1,26.0,3,3,4,0,0.0,4,0,0,1,1,0,0
5095,187.09,6.0,3,15.0,2,1,3,0,9.0,3,2,0,1,0,1,0
596,239.73000000000002,23.0,1,30.0,3,3,4,1,5.0,4,1,0,1,1,0,0
4469,173.21,5.0,1,12.0,4,1,2,1,4.0,1,4,0,1,0,1,0
102,179.18,2.0,3,6.0,3,2,2,0,1.0,3,0,1,0,1,0,0
2614,135.39,16.0,2,8.0,3,1,1,0,8.0,4,3,0,1,0,0,1
702,127.03,4.0,1,12.0,4,3,2,1,2.0,4,3,0,1,0,1,0
4015,164.68,16.0,1,15.0,4,3,6,0,1.0,4,4,0,1,0,0,1
1123,134.45,0.0,1,14.0,3,1,2,0,4.0,0,3,1,0,0,0,1
4933,213.58,10.0,1,19.0,5,1,2,0,0.0,3,0,1,0,0,0,1
3488,148.13,1.0,1,32.0,5,4,6,1,3.0,3,4,0,1,0,0,1
1497,123.06,0.0,3,12.0,3,3,3,1,5.0,5,2,0,1,0,1,0
299,241.18,30.0,3,35.0,4,2,4,0,0.0,5,1,0,1,0,1,0
3132,224.8,10.0,3,17.0,4,2,3,0,0.0,3,0,0,1,0,0,1
2936,154.11,7.0,1,12.0,5,2,3,0,3.0,4,4,1,0,1,0,0
698,132.91,2.0,1,16.0,3,4,1,0,1.0,4,3,1,0,0,1,0
1519,150.06,18.0,3,10.0,3,5,5,1,3.0,4,2,1,0,0,1,0
4156,224.91,13.0,1,13.0,5,5,6,0,0.0,3,0,0,1,0,1,0
1746,232.12,29.0,3,12.0,1,5,10,0,7.0,4,1,1,0,0,1,0
4528,188.8,4.0,3,29.0,5,3,4,1,1.0,5,2,0,1,0,1,0
4512,250.04000000000002,22.0,3,36.0,4,3,5,0,1.0,3,0,1,0,0,1,0
5351,179.76,5.0,3,12.0,4,1,3,0,3.0,4,2,1,0,0,1,0
2848,233.55,14.0,3,11.0,5,2,9,0,12.0,5,0,0,1,1,0,0
4204,165.11,4.0,1,7.0,4,1,3,0,8.0,3,2,1,0,0,0,1
416,217.13,9.0,1,14.0,2,5,10,0,0.0,4,0,1,0,1,0,0
111,127.07,0.0,1,8.0,3,5,8,0,7.0,4,3,1,0,1,0,0
4297,184.02,13.0,3,11.0,5,3,6,0,10.0,4,2,1,0,0,1,0
2060,154.88,6.0,1,6.0,1,4,2,1,2.0,6,2,1,0,0,1,0
1889,237.7,20.0,3,9.0,3,3,10,1,13.0,3,1,1,0,0,1,0
3020,177.57,17.0,1,17.0,5,3,3,0,1.0,4,2,1,0,0,1,0
994,199.24,11.0,3,20.0,3,4,1,0,7.0,4,2,0,1,0,1,0
2465,141.98,11.0,3,22.0,3,4,3,0,2.0,4,2,1,0,0,0,1
4570,185.91,4.0,1,9.0,6,1,4,0,3.0,4,2,1,0,0,0,1
3727,218.8,19.0,1,36.0,4,1,6,1,0.0,2,0,0,1,1,0,0
6,120.86000000000001,0.0,3,11.0,3,2,4,0,0.0,2,2,0,1,1,0,0
1125,162.94,2.0,1,6.0,1,3,9,1,2.0,4,2,0,1,0,0,1
2708,154.87,6.0,3,16.0,3,3,2,0,9.0,5,2,0,1,0,0,1
2237,118.59,0.0,1,16.0,4,4,2,1,0.0,0,4,1,0,0,0,1
514,135.8,22.0,1,6.0,3,5,3,0,2.0,1,4,1,0,1,0,0
1165,153.46,0.0,1,15.0,3,5,5,0,7.0,4,2,0,1,0,1,0
240,152.58,19.0,1,13.0,3,3,3,0,0.0,3,2,1,0,1,0,0
1016,121.41,0.0,1,13.0,4,4,2,0,1.0,0,3,0,1,0,1,0
1612,140.0,0.0,1,11.0,1,5,2,0,5.0,4,2,0,1,0,1,0
5122,265.26,25.0,2,12.0,4,4,3,1,11.0,4,1,0,1,0,1,0
1296,219.57,20.0,1,6.0,3,4,1,0,0.0,3,0,1,0,0,1,0
465,216.91000000000003,6.0,1,13.0,3,3,1,0,0.0,3,0,0,1,1,0,0
2107,120.41999999999999,0.0,1,8.0,3,5,7,1,2.0,4,3,0,1,0,1,0
5105,293.8,24.0,1,35.0,4,5,6,1,3.0,4,1,1,0,0,1,0
3995,193.54,28.0,1,14.0,4,1,6,0,8.0,3,2,1,0,0,1,0
1104,165.16,13.0,1,14.0,3,5,3,1,0.0,4,2,1,0,0,1,0
4309,139.83,1.0,1,10.0,4,4,3,0,1.0,3,4,1,0,0,0,1
1651,154.84,5.0,3,13.0,4,3,2,0,8.0,4,2,0,1,0,1,0
4398,164.31,6.0,3,11.0,4,4,4,0,3.0,4,4,1,0,0,1,0
4084,221.79,6.0,1,12.0,5,1,10,0,0.0,4,2,0,1,0,0,1
639,110.52000000000001,1.0,3,16.0,3,4,2,0,0.0,3,4,0,1,1,0,0
1887,178.61,11.0,1,6.0,3,3,5,1,0.0,4,0,1,0,0,0,1
3478,161.6,2.0,1,17.0,4,3,5,0,8.0,6,2,1,0,0,0,1
3547,154.36,8.0,1,17.0,4,3,3,1,3.0,4,4,0,1,0,0,1
4405,261.75,5.0,1,10.0,4,3,11,0,3.0,3,0,0,1,0,1,0
4501,240.10000000000002,12.0,1,22.0,5,1,2,1,10.0,4,0,0,1,0,1,0
2209,121.07,0.0,1,11.0,4,5,7,0,0.0,4,3,0,1,0,1,0
5009,178.46,7.0,3,16.0,6,3,10,0,4.0,5,2,1,0,0,0,1
3067,150.43,10.0,1,9.0,4,3,6,0,3.0,4,4,1,0,1,0,0
3347,150.32,3.0,1,14.0,5,2,8,0,4.0,3,4,1,0,0,1,0
5480,154.36,16.0,1,17.0,4,3,5,0,4.0,1,4,0,1,0,1,0
4665,81.0,1.0,1,13.0,4,1,3,1,3.0,4,4,1,0,0,1,0
3369,194.32,5.0,3,27.0,4,3,3,0,1.0,5,2,1,0,1,0,0
583,150.79,9.0,3,14.0,3,2,5,0,7.0,1,2,0,1,0,1,0
4828,148.77,2.0,1,16.0,4,3,7,0,3.0,3,4,1,0,0,1,0
2942,148.4,3.0,1,22.0,4,2,3,0,6.0,4,4,0,1,0,0,1
4691,236.58999999999997,6.0,1,10.0,4,1,5,0,8.0,4,0,1,0,0,0,1
2493,153.77,12.0,1,16.0,3,5,3,0,7.0,3,2,0,1,0,1,0
1774,278.61,19.0,1,8.0,3,3,7,0,1.0,4,1,0,1,0,1,0
1874,176.25,11.0,1,6.0,1,1,1,0,8.0,4,2,1,0,0,0,1
2341,157.69,0.0,3,16.0,4,1,2,1,4.0,5,2,1,0,0,1,0
4093,258.41,13.0,3,22.0,4,5,2,0,11.0,5,1,0,1,0,0,1
5445,204.91,20.0,3,33.0,5,4,10,0,3.0,4,2,0,1,0,0,1
2416,147.89,22.0,1,9.0,4,5,5,0,2.0,3,2,1,0,0,1,0
1665,144.78,0.0,3,8.0,3,3,2,1,4.0,4,2,0,1,0,0,1
4577,305.41,14.0,3,9.0,4,3,2,0,13.0,4,5,1,0,0,1,0
5456,221.67,4.0,1,17.0,4,3,11,0,0.0,3,0,1,0,0,0,1
495,125.59,8.0,1,14.0,4,5,2,0,1.0,0,3,1,0,0,0,1
4016,224.07,1.0,3,9.0,5,4,9,1,0.0,5,2,0,1,0,0,1
1783,176.32,8.0,1,22.0,3,3,5,1,0.0,4,0,0,1,0,1,0
769,277.79,27.0,1,9.0,3,2,4,0,9.0,4,1,0,1,1,0,0
4756,150.06,9.0,1,7.0,2,3,5,0,3.0,4,4,1,0,0,0,1
2280,162.09,5.0,3,14.0,1,1,2,0,8.0,3,2,0,1,0,1,0
996,168.15,9.0,3,6.0,3,3,7,0,0.0,4,2,1,0,0,0,1
422,127.59,5.0,1,25.0,2,3,7,1,2.0,0,3,0,1,0,1,0
247,165.4,8.0,1,15.0,4,4,10,0,0.0,4,2,0,1,0,0,1
3008,149.78,1.0,1,12.0,4,4,3,1,3.0,4,4,1,0,0,0,1
2115,296.27,19.0,1,6.0,3,1,10,0,2.0,3,5,0,1,0,1,0
4873,147.7,19.0,1,7.0,4,1,5,0,3.0,3,4,1,0,0,1,0
4614,167.62,3.0,1,26.0,4,1,6,0,3.0,1,2,0,1,0,1,0
2833,185.74,1.0,1,14.0,6,3,3,1,7.0,4,2,0,1,0,0,1
1209,147.74,0.0,1,21.0,4,5,1,0,3.0,4,4,1,0,0,1,0
1094,129.74,2.0,1,15.0,3,3,10,0,2.0,0,3,1,0,0,1,0
1962,159.33,17.0,1,10.0,3,4,10,0,3.0,3,2,0,1,0,0,1
2139,177.56,7.0,1,9.0,3,1,1,0,4.0,4,2,0,1,0,0,1
2329,147.24,1.0,3,32.0,4,5,2,0,4.0,4,2,0,1,0,1,0
3464,292.56,29.0,1,9.0,5,5,9,0,3.0,3,1,0,1,0,0,1
5559,200.1,17.0,1,18.0,4,3,3,0,10.0,4,0,0,1,0,1,0
3833,168.85,19.0,3,33.0,5,5,3,0,6.0,5,2,0,1,0,1,0
3811,193.15,10.0,3,7.0,4,3,8,0,1.0,4,2,1,0,0,0,1
2108,122.19999999999999,0.0,3,16.0,3,3,2,1,0.0,4,3,1,0,0,1,0
4255,260.49,28.0,1,9.0,4,3,11,0,4.0,2,0,1,0,0,1,0
2132,209.76,28.0,1,8.0,3,4,4,0,0.0,4,0,0,1,0,1,0
821,190.94,3.0,3,31.0,4,4,3,1,0.0,5,0,0,1,0,0,1
3432,148.8,24.0,1,16.0,4,2,6,0,1.0,4,4,0,1,1,0,0
2225,134.0,5.0,1,19.0,4,4,2,0,2.0,6,3,1,0,0,1,0
4726,188.97,11.0,3,34.0,2,3,6,1,4.0,4,2,1,0,0,0,1
2305,141.03,14.0,3,7.0,3,5,1,0,7.0,5,2,1,0,0,1,0
4264,176.63,11.0,1,9.0,5,1,7,0,1.0,4,2,0,1,0,1,0
3107,305.41,14.0,3,9.0,4,3,2,0,13.0,4,5,1,0,1,0,0
217,171.43,4.0,1,13.0,3,2,2,1,10.0,3,0,1,0,0,0,1
4433,190.02,11.0,3,13.0,4,1,6,0,2.0,3,2,0,1,0,1,0
2776,204.22,5.0,3,7.0,3,1,2,0,7.0,5,0,1,0,0,1,0
1561,166.96,0.0,3,32.0,4,5,6,0,1.0,5,2,1,0,0,0,1
5375,174.3,9.0,1,9.0,5,1,2,1,5.0,3,4,0,1,0,0,1
3788,165.69,14.0,1,15.0,4,1,5,1,3.0,4,2,0,1,0,1,0
4634,152.25,1.0,1,30.0,2,1,3,1,5.0,3,4,0,1,0,1,0
444,175.87,9.0,3,14.0,4,5,2,0,9.0,4,0,0,1,0,0,1
2883,145.89,17.0,1,14.0,3,2,6,0,3.0,3,4,0,1,0,1,0
5471,140.14,1.0,1,21.0,4,3,3,0,1.0,3,4,1,0,0,0,1
4944,213.23,12.0,1,24.0,5,3,2,0,0.0,4,0,1,0,0,1,0
1819,127.25,0.0,1,29.0,1,1,2,1,4.0,0,3,0,1,0,1,0
839,161.25,7.0,3,21.0,3,5,2,0,6.0,3,2,1,0,0,0,1
4267,182.44,1.0,3,12.0,5,3,3,1,4.0,5,2,0,1,0,0,1
5504,167.84,11.0,1,14.0,4,5,7,1,5.0,3,2,0,1,0,1,0
1609,134.85,0.0,1,8.0,3,3,3,0,0.0,4,3,0,1,0,0,1
361,196.02,10.0,3,8.0,3,3,5,1,0.0,5,2,0,1,1,0,0
279,145.58,1.0,1,23.0,3,5,2,0,8.0,3,2,0,1,0,1,0
4141,178.43,12.0,3,17.0,4,1,3,0,10.0,4,2,1,0,0,1,0
763,203.77,8.0,3,14.0,4,2,5,1,12.0,5,0,1,0,1,0,0
1852,155.61,2.0,3,9.0,3,3,2,0,2.0,3,2,1,0,0,1,0
